semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url
2019-09-11,268136,Deux Moi,,11 septembre 2019,1h 50min,Drame,Cédric Klapisch,"Cédric Klapisch, Santiago Amigorena","Ana Girardot, François Civil, Camille Cottin","Rémy et Mélanie ont trente ans et vivent dans le même quartier à Paris. Elle multiplie les rendez-vous ratés sur les réseaux sociaux pendant qu'il peine à faire une rencontre. Tous les deux victimes de cette solitude des grandes villes, à l’époque hyper connectée où l’on pense pourtant que se rencontrer devrait être plus simple… Deux individus, deux parcours. Sans le savoir, ils empruntent deux routes qui les mèneront dans une même direction… celle d’une histoire amour ?",France,2018,StudioCanal,Long métrage,Français,-,646 443 entrées,Couleur,149676,3.7,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=268136.html
2019-09-11,17,Macadam Cowboy,Midnight Cowboy,15 octobre 1969,1h 53min,Drame,John Schlesinger,Waldo Salt,"Dustin Hoffman, Jon Voight, Ruth White","Joe Buck, blond et beau gosse, quitte sa petite bourgade du Texas pour monter à New York, où il espère se faire entretenir par des femmes riches. Mais la dureté de la ville lui fait

rapidement perdre ses illusions. Seul, sans un sou, il fait la connaissance de Ratso Rizzo, un petit Italien chétif, boiteux et tuberculeux. Parce que ce dernier a l'air encore plus seul que

lui, Joe accepte de partager son appartement miteux. À l'opposé l'un de l'autre, ils partagent pourtant la même misère dans les bas-fonds new-yorkais, s'accrochant au même rêve : partir

vivre sous le soleil de Floride...",U.S.A.,1969,Mission,Long métrage,"Anglais, Italien",3 600 000,,Couleur et N&B,-,3.4,4,https://www.allocine.fr/film/fichefilm_gen_cfilm=17.html
2019-09-11,208633,Ça : Chapitre 2,It Chapter Two,11 septembre 2019,2h 50min,Epouvante-horreur,Andy Muschietti,Gary Dauberman,"Bill Skarsgård, James McAvoy, Jessica Chastain","27 ans après la victoire du Club des Ratés sur Grippe-Sou, le sinistre Clown est de retour pour semer la terreur dans les rues de Derry. Désormais adultes, les membres du Club ont tous quitté la petite ville pour faire leur vie. Cependant, lorsqu'on signale de nouvelles disparitions d'enfants, Mike, le seul du groupe à être demeuré sur place, demande aux autres de le rejoindre. Traumatisés par leur expérience du passé, ils doivent maîtriser leurs peurs les plus enfouies pour anéantir Grippe-Sou une bonne fois pour toutes. Mais il leur faudra d'abord affronter le Clown, devenu plus dangereux que jamais…",U.S.A.,2019,Warner Bros. France,Long métrage,Anglais,-,1 496 163 entrées,Couleur,151307,2.8,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=208633.html
2019-09-11,274108,Un petit air de famille,,11 septembre 2019,0h 43min,Animation,La Nuit avec Hafsia Herzi et Benoît Magimel est-il un bon film ? Voici les premiers avis spectateurs !,,,"La famille, ce n’est que du bonheur ! Enfin, à condition de ne pas se disputer ni de faire de caprices ! Et si prendre soin les uns des autres était la plus belle des aventures ? Cinq histoires de familles pour les enfants, leurs parents et leurs grands-parents !",France,2019,KMBO,Long métrage,Français,-,50 049 entrées,Couleur,151460,,4.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=274108.html
2019-09-11,1403,Beau-Père,,16 septembre 1981,2h 03min,Drame,Bertrand Blier,Bertrand Blier,"Patrick Dewaere, Ariel Besse, Maurice Ronet","Rémi est un musicien à la dérive. Sa compagne, Martine, vient de mourir dans un accident de la route. Marion, 14 ans, la fille de Martine, reste vivre avec Rémi. Elle éprouve de l’attirance pour son beau-père. Après une longue résistance, Rémi succombe aux avances de Marion.",France,1980,Les Acacias,Long métrage,Français,-,,Couleur,53099,,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=1403.html
2019-09-11,273656,Tu mérites un amour,,11 septembre 2019,1h 39min,"Comédie, Comédie dramatique, Drame, Romance",Hafsia Herzi,Hafsia Herzi,"Hafsia Herzi, Djanis Bouzyani, Jérémie Laheurte","Suite à l'infidélité de Rémi, Lila qui l'aimait plus que tout vit difficilement la rupture. Un jour, il lui annonce qu'il part seul en Bolivie pour se retrouver face à lui-même et essayer de comprendre ses erreurs. Là-bas, il lui laisse entendre que leur histoire n'est pas finie... Entre discussions, réconforts et encouragement à la folie amoureuse, Lila s'égare...",France,2019,Rezo Films,Long métrage,Français,-,58 924 entrées,Couleur,151398,3.8,3.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=273656.html
2019-09-11,261704,Jeanne,,11 septembre 2019,2h 18min,"Drame, Historique",Bruno Dumont,Bruno Dumont,"Lise Leplat Prudhomme, Fabrice Luchini, Jean-François Causeret","Année 1429. La Guerre de Cent Ans fait rage. Jeanne, investie d’une mission guerrière et spirituelle, délivre la ville d’Orléans et remet le Dauphin sur le trône de France. Elle part ensuite livrer bataille à Paris où elle subit sa première défaite. 

Emprisonnée à Compiègne par les Bourguignons, elle est livrée aux Anglais. 

S’ouvre alors son procès à Rouen, mené par Pierre Cauchon qui cherche à lui ôter toute crédibilité. 

Fidèle à sa mission et refusant de reconnaître les accusations de sorcellerie diligentées contre elle, Jeanne est condamnée au bûcher pour hérésie.",France,2019,Les Films du Losange,Long métrage,Français,-,40 698 entrées,Couleur,149130,3.9,2.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=261704.html
2019-09-11,4887,Miracle en Alabama,The Miracle worker,10 octobre 1962,1h 46min,"Biopic, Drame",Arthur Penn,William Gibson,"Anne Bancroft, Patty Duke, Victor Jory","Les parents d’Helen Keller, une fillette devenue aveugle et sourde alors qu’elle était encore bébé, font appel à Annie Sullivan, une institutrice spécialisée aux méthodes révolutionnaires, elle-même mal-voyante. Persuadée que les fonctions intellectuelles d’Helen sont intactes, Annie va utiliser les sens dont elle dispose, toucher, goût, odorat, pour l’éveiller au monde. La lutte est acharnée car Helen ne supporte aucune contrainte.",U.S.A.,1962,Mary-X Distribution,Long métrage,Anglais,-,,N&B,26302,,4.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=4887.html
2019-09-11,3808,Hôtel des Amériques,,2 décembre 1981,1h 35min,Drame,André Téchiné,"André Téchiné, Gilles Taurand","Catherine Deneuve, Patrick Dewaere, Etienne Chicot","Un soir qu’il déambule dans sa ville natale de Biarritz, Gilles manque de se faire renverser par la voiture que conduit Hélène. Malgré ce désagrément, Gilles tombe sous le charme de cette jolie anesthésiste parisienne. Les deux individus entament une liaison, mais leur idylle se heurte au spectre de la précédente relation d’Hélène.",France,1981,Les Acacias,Long métrage,Français,-,,Couleur,54155,,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=3808.html
2019-09-11,265883,Music of my life,Blinded By The Light,11 septembre 2019,1h 57min,"Biopic, Comédie, Drame",Gurinder Chadha,"Paul Mayeda Berges, Gurinder Chadha","Viveik Kalra, Kulvinder Ghir, Aaron Phagura","1987, Angleterre. 

Javed, adolescent d’origine pakistanaise, grandit à Luton, une petite ville qui n’échappe pas à un difficile climat social. Il se réfugie dans l’écriture pour échapper au racisme et au destin que son père, très conservateur, imagine pour lui. Mais sa vie va être bouleversée le jour où l’un de ses camarades lui fait découvrir l’univers de Bruce Springsteen. Il est frappé par les paroles des chansons qui décrivent exactement ce qu’il ressent. Javed va alors apprendre à comprendre sa famille et trouver sa propre voie...",Grande-Bretagne,2019,Orange Studio Distribution / UGC Distribution,Long métrage,Anglais,-,60 628 entrées,Couleur,150864,3.1,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=265883.html
